2019-07-02 14:45:54.485 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.example.demo.DemoApplicationTests], using SpringBootContextLoader
2019-07-02 14:45:58.376 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-07-02 14:45:58.574 [main] WARN  org.thymeleaf.templatemode.TemplateMode - [THYMELEAF][main] Template Mode 'LEGACYHTML5' is deprecated. Using Template Mode 'HTML' instead.
2019-07-02 14:45:58.644 [main] INFO  o.s.b.a.web.servlet.WelcomePageHandlerMapping - Adding welcome page: class path resource [static/index.html]
2019-07-02 14:45:59.046 [main] INFO  com.example.demo.DemoApplicationTests - Started DemoApplicationTests in 4.159 seconds (JVM running for 5.327)
2019-07-02 14:45:59.337 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.example.demo.test.Test], using SpringBootContextLoader
2019-07-02 14:45:59.339 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.example.demo.test.Test]: no resource found for suffixes {-context.xml, Context.groovy}.
2019-07-02 14:45:59.339 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.example.demo.test.Test]: Test does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2019-07-02 14:45:59.350 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.example.demo.DemoApplication for test class com.example.demo.test.Test
2019-07-02 14:45:59.351 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2019-07-02 14:45:59.353 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@6637a365, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@1310fcb0, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@1ef31f71, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@6e8fdd19, org.springframework.test.context.support.DirtiesContextTestExecutionListener@35787726, org.springframework.test.context.transaction.TransactionalTestExecutionListener@2199e845, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@27976390, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@37e0056e, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@415795f3, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@2fe2965c, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@3375ebd3, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@40943a6]
2019-07-02 14:45:59.453 [main] ERROR com.alibaba.druid.pool.DruidDataSource - testWhileIdle is true, validationQuery not set
2019-07-02 14:45:59.465 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2019-07-02 14:45:59.845 [main] INFO  o.s.test.context.transaction.TransactionContext - Began transaction (1) for test context [DefaultTestContext@670342a2 testClass = Test, testInstance = com.example.demo.test.Test@d5e575c, testMethod = test@Test, testException = [null], mergedContextConfiguration = [WebMergedContextConfiguration@7742a45c testClass = Test, locations = '{}', classes = '{class com.example.demo.DemoApplication}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{org.springframework.boot.test.context.SpringBootTestContextBootstrapper=true}', contextCustomizers = set[org.springframework.boot.test.context.filter.ExcludeFilterContextCustomizer@79ca92b9, org.springframework.boot.test.json.DuplicateJsonObjectContextCustomizerFactory$DuplicateJsonObjectContextCustomizer@4387b79e, org.springframework.boot.test.mock.mockito.MockitoContextCustomizer@0, org.springframework.boot.test.web.client.TestRestTemplateContextCustomizer@23986957, org.springframework.boot.test.autoconfigure.properties.PropertyMappingContextCustomizer@0, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverContextCustomizerFactory$Customizer@16e7dcfd], resourceBasePath = 'src/main/webapp', contextLoader = 'org.springframework.boot.test.context.SpringBootContextLoader', parent = [null]], attributes = map['org.springframework.test.context.web.ServletTestExecutionListener.activateListener' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.populatedRequestContextHolder' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.resetRequestContextHolder' -> true]]; transaction manager [org.springframework.jdbc.datasource.DataSourceTransactionManager@7ca492d9]; rollback [true]
2019-07-02 14:46:00.045 [main] INFO  o.s.test.context.transaction.TransactionContext - Rolled back transaction for test: [DefaultTestContext@670342a2 testClass = Test, testInstance = com.example.demo.test.Test@d5e575c, testMethod = test@Test, testException = [null], mergedContextConfiguration = [WebMergedContextConfiguration@7742a45c testClass = Test, locations = '{}', classes = '{class com.example.demo.DemoApplication}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{org.springframework.boot.test.context.SpringBootTestContextBootstrapper=true}', contextCustomizers = set[org.springframework.boot.test.context.filter.ExcludeFilterContextCustomizer@79ca92b9, org.springframework.boot.test.json.DuplicateJsonObjectContextCustomizerFactory$DuplicateJsonObjectContextCustomizer@4387b79e, org.springframework.boot.test.mock.mockito.MockitoContextCustomizer@0, org.springframework.boot.test.web.client.TestRestTemplateContextCustomizer@23986957, org.springframework.boot.test.autoconfigure.properties.PropertyMappingContextCustomizer@0, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverContextCustomizerFactory$Customizer@16e7dcfd], resourceBasePath = 'src/main/webapp', contextLoader = 'org.springframework.boot.test.context.SpringBootContextLoader', parent = [null]], attributes = map['org.springframework.test.context.web.ServletTestExecutionListener.activateListener' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.populatedRequestContextHolder' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.resetRequestContextHolder' -> true]]
2019-07-02 14:46:00.046 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.example.demo.test.XquantXcrmsApplicationTests], using SpringBootContextLoader
2019-07-02 14:46:00.047 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.example.demo.test.XquantXcrmsApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2019-07-02 14:46:00.048 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.example.demo.test.XquantXcrmsApplicationTests]: XquantXcrmsApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2019-07-02 14:46:00.050 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.example.demo.DemoApplication for test class com.example.demo.test.XquantXcrmsApplicationTests
2019-07-02 14:46:00.052 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2019-07-02 14:46:00.053 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@76396509, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@637c840d, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@51ac12ac, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@463afa6e, org.springframework.test.context.support.DirtiesContextTestExecutionListener@7b96de8d, org.springframework.test.context.transaction.TransactionalTestExecutionListener@7ccd611e, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@4dc52559, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@5c3d4f05, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@119290b9, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@640d604, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@62cbc478, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@5438fa43]
2019-07-02 14:46:00.225 [main] INFO  io.lettuce.core.EpollProvider - Starting without optional epoll library
2019-07-02 14:46:00.226 [main] INFO  io.lettuce.core.KqueueProvider - Starting without optional kqueue library
2019-07-02 14:46:00.893 [Thread-3] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-07-02 14:46:00.900 [Thread-3] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
