2019-07-13 23:48:47.690 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.example.demo.DemoApplicationTests], using SpringBootContextLoader
2019-07-13 23:48:50.951 [main] INFO  o.s.test.context.transaction.TransactionContext - Began transaction (1) for test context [DefaultTestContext@7a388990 testClass = Test, testInstance = com.example.demo.test.Test@13213f26, testMethod = test@Test, testException = [null], mergedContextConfiguration = [WebMergedContextConfiguration@4e4162bc testClass = Test, locations = '{}', classes = '{class com.example.demo.DemoApplication}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{org.springframework.boot.test.context.SpringBootTestContextBootstrapper=true}', contextCustomizers = set[org.springframework.boot.test.context.filter.ExcludeFilterContextCustomizer@2cbb3d47, org.springframework.boot.test.json.DuplicateJsonObjectContextCustomizerFactory$DuplicateJsonObjectContextCustomizer@7ff95560, org.springframework.boot.test.mock.mockito.MockitoContextCustomizer@0, org.springframework.boot.test.web.client.TestRestTemplateContextCustomizer@6b19b79, org.springframework.boot.test.autoconfigure.properties.PropertyMappingContextCustomizer@0, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverContextCustomizerFactory$Customizer@12d4bf7e], resourceBasePath = 'src/main/webapp', contextLoader = 'org.springframework.boot.test.context.SpringBootContextLoader', parent = [null]], attributes = map['org.springframework.test.context.web.ServletTestExecutionListener.activateListener' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.populatedRequestContextHolder' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.resetRequestContextHolder' -> true]]; transaction manager [org.springframework.jdbc.datasource.DataSourceTransactionManager@4c319d52]; rollback [true]
2019-07-13 23:48:51.065 [main] INFO  o.s.test.context.transaction.TransactionContext - Rolled back transaction for test: [DefaultTestContext@7a388990 testClass = Test, testInstance = com.example.demo.test.Test@13213f26, testMethod = test@Test, testException = [null], mergedContextConfiguration = [WebMergedContextConfiguration@4e4162bc testClass = Test, locations = '{}', classes = '{class com.example.demo.DemoApplication}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{org.springframework.boot.test.context.SpringBootTestContextBootstrapper=true}', contextCustomizers = set[org.springframework.boot.test.context.filter.ExcludeFilterContextCustomizer@2cbb3d47, org.springframework.boot.test.json.DuplicateJsonObjectContextCustomizerFactory$DuplicateJsonObjectContextCustomizer@7ff95560, org.springframework.boot.test.mock.mockito.MockitoContextCustomizer@0, org.springframework.boot.test.web.client.TestRestTemplateContextCustomizer@6b19b79, org.springframework.boot.test.autoconfigure.properties.PropertyMappingContextCustomizer@0, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverContextCustomizerFactory$Customizer@12d4bf7e], resourceBasePath = 'src/main/webapp', contextLoader = 'org.springframework.boot.test.context.SpringBootContextLoader', parent = [null]], attributes = map['org.springframework.test.context.web.ServletTestExecutionListener.activateListener' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.populatedRequestContextHolder' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.resetRequestContextHolder' -> true]]
2019-07-13 23:48:51.066 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.example.demo.test.XquantXcrmsApplicationTests], using SpringBootContextLoader
2019-07-13 23:48:51.066 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.example.demo.test.XquantXcrmsApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2019-07-13 23:48:51.067 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.example.demo.test.XquantXcrmsApplicationTests]: XquantXcrmsApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2019-07-13 23:48:51.068 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.example.demo.DemoApplication for test class com.example.demo.test.XquantXcrmsApplicationTests
2019-07-13 23:48:51.069 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2019-07-13 23:48:51.069 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@7e61e25c, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@615db358, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@256bb5be, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@5fef0c19, org.springframework.test.context.support.DirtiesContextTestExecutionListener@2e6d76ba, org.springframework.test.context.transaction.TransactionalTestExecutionListener@22a6d75c, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@5a9840f3, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@7d30007d, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@382d71c7, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@2ca54da9, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@34a20f16, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@496cc217]
2019-07-13 23:48:51.161 [main] INFO  io.lettuce.core.EpollProvider - Starting without optional epoll library
2019-07-13 23:48:51.162 [main] INFO  io.lettuce.core.KqueueProvider - Starting without optional kqueue library
2019-07-13 23:48:52.652 [Thread-3] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-07-13 23:48:52.660 [Thread-3] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2019-07-13 23:49:30.619 [restartedMain] INFO  com.example.demo.DemoApplication - Starting DemoApplication on roman with PID 17596 (E:\code\springbootDemo\target\classes started by mi in E:\code\springbootDemo)
2019-07-13 23:49:30.621 [restartedMain] INFO  com.example.demo.DemoApplication - The following profiles are active: dev
2019-07-13 23:49:30.658 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2019-07-13 23:49:30.658 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2019-07-13 23:49:31.214 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-07-13 23:49:31.216 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-07-13 23:49:31.241 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 13ms. Found 0 repository interfaces.
2019-07-13 23:49:31.541 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$a8ef2b94] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-07-13 23:49:31.790 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8081 (http)
2019-07-13 23:49:31.800 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2019-07-13 23:49:31.806 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-07-13 23:49:31.807 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.21]
2019-07-13 23:49:31.885 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-07-13 23:49:31.886 [restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1227 ms
2019-07-13 23:49:31.977 [restartedMain] INFO  com.example.demo.config.filter.CustomFilter - filter 初始化！！！！
2019-07-13 23:49:32.172 [restartedMain] ERROR com.example.demo.config.TestProfileAnnotation - TestProfileAnnotation------------------------
2019-07-13 23:49:32.491 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-07-13 23:49:32.563 [restartedMain] WARN  org.thymeleaf.templatemode.TemplateMode - [THYMELEAF][restartedMain] Template Mode 'LEGACYHTML5' is deprecated. Using Template Mode 'HTML' instead.
2019-07-13 23:49:32.580 [restartedMain] INFO  o.s.b.a.web.servlet.WelcomePageHandlerMapping - Adding welcome page: class path resource [static/index.html]
2019-07-13 23:49:32.790 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2019-07-13 23:49:32.814 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2019-07-13 23:49:32.831 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8081 (http) with context path ''
2019-07-13 23:49:32.833 [restartedMain] INFO  com.example.demo.DemoApplication - Started DemoApplication in 2.497 seconds (JVM running for 3.498)
2019-07-13 23:50:07.611 [http-nio-8081-exec-1] INFO  com.example.demo.config.listener.Customlister - 监听器：初始化
2019-07-13 23:50:07.616 [http-nio-8081-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-07-13 23:50:07.616 [http-nio-8081-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2019-07-13 23:50:07.621 [http-nio-8081-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 5 ms
2019-07-13 23:50:07.627 [http-nio-8081-exec-1] INFO  com.example.demo.config.filter.CustomFilter - doFilter   请求处理！！！
2019-07-13 23:50:07.642 [http-nio-8081-exec-1] INFO  c.e.d.config.interceptor.CustomHandlerInterceptor - preHandle:请求前调用
2019-07-13 23:50:07.652 [http-nio-8081-exec-1] INFO  c.e.d.config.interceptor.CustomHandlerInterceptor - postHandle:请求后调用
2019-07-13 23:50:07.652 [http-nio-8081-exec-1] INFO  c.e.d.config.interceptor.CustomHandlerInterceptor - afterCompletion:请求调用完成后回调方法，即在视图渲染完成后回调
2019-07-13 23:50:07.653 [http-nio-8081-exec-1] INFO  com.example.demo.config.listener.Customlister - 监听器：销毁
2019-07-13 23:50:07.678 [http-nio-8081-exec-2] INFO  com.example.demo.config.listener.Customlister - 监听器：初始化
2019-07-13 23:50:07.679 [http-nio-8081-exec-2] INFO  com.example.demo.config.filter.CustomFilter - doFilter   请求处理！！！
2019-07-13 23:50:07.690 [http-nio-8081-exec-2] INFO  com.example.demo.config.listener.Customlister - 监听器：销毁
2019-07-13 23:50:54.349 [http-nio-8081-exec-5] INFO  com.example.demo.config.listener.Customlister - 监听器：初始化
2019-07-13 23:50:54.350 [http-nio-8081-exec-5] INFO  com.example.demo.config.filter.CustomFilter - doFilter   请求处理！！！
2019-07-13 23:50:54.352 [http-nio-8081-exec-5] INFO  c.e.d.config.interceptor.CustomHandlerInterceptor - preHandle:请求前调用
2019-07-13 23:50:54.398 [http-nio-8081-exec-5] ERROR com.alibaba.druid.pool.DruidDataSource - testWhileIdle is true, validationQuery not set
2019-07-13 23:50:54.404 [http-nio-8081-exec-5] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2019-07-13 23:50:54.622 [http-nio-8081-exec-5] INFO  io.lettuce.core.EpollProvider - Starting without optional epoll library
2019-07-13 23:50:54.623 [http-nio-8081-exec-5] INFO  io.lettuce.core.KqueueProvider - Starting without optional kqueue library
2019-07-13 23:50:55.891 [http-nio-8081-exec-5] INFO  c.e.d.config.interceptor.CustomHandlerInterceptor - postHandle:请求后调用
2019-07-13 23:50:56.098 [http-nio-8081-exec-5] INFO  c.e.d.config.interceptor.CustomHandlerInterceptor - afterCompletion:请求调用完成后回调方法，即在视图渲染完成后回调
2019-07-13 23:50:56.098 [http-nio-8081-exec-5] INFO  com.example.demo.config.listener.Customlister - 监听器：销毁
2019-07-13 23:51:08.758 [Thread-10] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-07-13 23:51:08.761 [Thread-10] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2019-07-13 23:51:09.096 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.example.demo.DemoApplicationTests], using SpringBootContextLoader
2019-07-13 23:51:09.100 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.example.demo.DemoApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2019-07-13 23:51:09.100 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.example.demo.DemoApplicationTests]: DemoApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2019-07-13 23:51:09.183 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.example.demo.DemoApplication for test class com.example.demo.DemoApplicationTests
2019-07-13 23:51:09.270 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2019-07-13 23:51:09.282 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@2805d709, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@3ee37e5a, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@2ea41516, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@3a44431a, org.springframework.test.context.support.DirtiesContextTestExecutionListener@3c7f66c4, org.springframework.test.context.transaction.TransactionalTestExecutionListener@194bcebf, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@17497425, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@f0da945, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@4803b726, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@ffaa6af, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@53ce1329, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@316bcf94]
2019-07-13 23:51:09.514 [main] INFO  com.example.demo.DemoApplicationTests - Starting DemoApplicationTests on roman with PID 17792 (started by mi in E:\code\springbootDemo)
2019-07-13 23:51:09.514 [main] INFO  com.example.demo.DemoApplicationTests - The following profiles are active: dev
2019-07-13 23:51:10.009 [Thread-10] INFO  com.example.demo.config.filter.CustomFilter - filter  销毁~！！！
2019-07-13 23:51:10.059 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-07-13 23:51:10.061 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-07-13 23:51:10.091 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 17ms. Found 0 repository interfaces.
2019-07-13 23:51:10.196 [restartedMain] INFO  com.example.demo.DemoApplication - Starting DemoApplication on roman with PID 17596 (E:\code\springbootDemo\target\classes started by mi in E:\code\springbootDemo)
2019-07-13 23:51:10.196 [restartedMain] INFO  com.example.demo.DemoApplication - The following profiles are active: dev
2019-07-13 23:51:10.411 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-07-13 23:51:10.411 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-07-13 23:51:10.415 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 4ms. Found 0 repository interfaces.
2019-07-13 23:51:10.423 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$6bb3d933] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-07-13 23:51:10.457 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$a8ef2b94] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-07-13 23:51:10.522 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8081 (http)
2019-07-13 23:51:10.522 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2019-07-13 23:51:10.522 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-07-13 23:51:10.522 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.21]
2019-07-13 23:51:10.539 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-07-13 23:51:10.539 [restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 340 ms
2019-07-13 23:51:10.550 [restartedMain] INFO  com.example.demo.config.filter.CustomFilter - filter 初始化！！！！
2019-07-13 23:51:10.570 [restartedMain] ERROR com.example.demo.config.TestProfileAnnotation - TestProfileAnnotation------------------------
2019-07-13 23:51:10.664 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
