2019-10-10 11:33:31.238 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.example.demo.DemoApplicationTests], using SpringBootContextLoader
2019-10-10 11:33:37.461 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2019-10-10 11:33:37.462 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@47569167, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@42d9e8d2, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@4b93dd6a, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@582a3b19, org.springframework.test.context.support.DirtiesContextTestExecutionListener@2b0454d2, org.springframework.test.context.transaction.TransactionalTestExecutionListener@2616b618, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@73bb573d, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@7ac058a0, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@736b21ee, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@60deefed, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@49754e74, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@31881aa2]
2019-10-10 11:33:37.486 [main] INFO  o.s.test.context.transaction.TransactionContext - Began transaction (1) for test context [DefaultTestContext@7708b66a testClass = Test, testInstance = com.example.demo.test.Test@433ef204, testMethod = test@Test, testException = [null], mergedContextConfiguration = [WebMergedContextConfiguration@4dd2ef54 testClass = Test, locations = '{}', classes = '{class com.example.demo.DemoApplication}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{org.springframework.boot.test.context.SpringBootTestContextBootstrapper=true}', contextCustomizers = set[org.springframework.boot.test.context.filter.ExcludeFilterContextCustomizer@3901d134, org.springframework.boot.test.json.DuplicateJsonObjectContextCustomizerFactory$DuplicateJsonObjectContextCustomizer@4c1d9d4b, org.springframework.boot.test.mock.mockito.MockitoContextCustomizer@0, org.springframework.boot.test.web.client.TestRestTemplateContextCustomizer@63a65a25, org.springframework.boot.test.autoconfigure.properties.PropertyMappingContextCustomizer@0, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverContextCustomizerFactory$Customizer@48fa0f47], resourceBasePath = 'src/main/webapp', contextLoader = 'org.springframework.boot.test.context.SpringBootContextLoader', parent = [null]], attributes = map['org.springframework.test.context.web.ServletTestExecutionListener.activateListener' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.populatedRequestContextHolder' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.resetRequestContextHolder' -> true]]; transaction manager [org.springframework.jdbc.datasource.DataSourceTransactionManager@113ee1ce]; rollback [true]
2019-10-10 11:33:37.504 [main] INFO  o.s.test.context.transaction.TransactionContext - Rolled back transaction for test: [DefaultTestContext@7708b66a testClass = Test, testInstance = com.example.demo.test.Test@433ef204, testMethod = test@Test, testException = org.springframework.jdbc.BadSqlGrammarException: 
### Error querying database.  Cause: java.sql.SQLSyntaxErrorException: ORA-00942: table or view does not exist

### The error may exist in file [C:\MrX\springbootDemo\first\mavenDemoForSpringBoot\target\classes\mapper\SysUserMapper.xml]
### The error may involve defaultParameterMap
### The error occurred while setting parameters
### SQL: SELECT * FROM  t_sys_user
### Cause: java.sql.SQLSyntaxErrorException: ORA-00942: table or view does not exist

; bad SQL grammar []; nested exception is java.sql.SQLSyntaxErrorException: ORA-00942: table or view does not exist
, mergedContextConfiguration = [WebMergedContextConfiguration@4dd2ef54 testClass = Test, locations = '{}', classes = '{class com.example.demo.DemoApplication}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{org.springframework.boot.test.context.SpringBootTestContextBootstrapper=true}', contextCustomizers = set[org.springframework.boot.test.context.filter.ExcludeFilterContextCustomizer@3901d134, org.springframework.boot.test.json.DuplicateJsonObjectContextCustomizerFactory$DuplicateJsonObjectContextCustomizer@4c1d9d4b, org.springframework.boot.test.mock.mockito.MockitoContextCustomizer@0, org.springframework.boot.test.web.client.TestRestTemplateContextCustomizer@63a65a25, org.springframework.boot.test.autoconfigure.properties.PropertyMappingContextCustomizer@0, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverContextCustomizerFactory$Customizer@48fa0f47], resourceBasePath = 'src/main/webapp', contextLoader = 'org.springframework.boot.test.context.SpringBootContextLoader', parent = [null]], attributes = map['org.springframework.test.context.web.ServletTestExecutionListener.activateListener' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.populatedRequestContextHolder' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.resetRequestContextHolder' -> true]]
2019-10-10 11:33:37.507 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.example.demo.test.XquantXcrmsApplicationTests], using SpringBootContextLoader
2019-10-10 11:33:37.508 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.example.demo.test.XquantXcrmsApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2019-10-10 11:33:37.508 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.example.demo.test.XquantXcrmsApplicationTests]: XquantXcrmsApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2019-10-10 11:33:37.510 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.example.demo.DemoApplication for test class com.example.demo.test.XquantXcrmsApplicationTests
2019-10-10 11:33:37.514 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2019-10-10 11:33:37.514 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@175581eb, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@2b79c8ff, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@2baf72d5, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@66756662, org.springframework.test.context.support.DirtiesContextTestExecutionListener@5d14e99e, org.springframework.test.context.transaction.TransactionalTestExecutionListener@38cfecf3, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@682618e5, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@25ad25f5, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@5f0f70c7, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@1860a7a1, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@40d96578, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@c97721b]
2019-10-10 11:33:37.870 [main] INFO  io.lettuce.core.EpollProvider - Starting without optional epoll library
2019-10-10 11:33:37.871 [main] INFO  io.lettuce.core.KqueueProvider - Starting without optional kqueue library
2019-10-10 11:33:38.001 [scheduling-1] INFO  c.e.demo.scheduling.ShippingCostAcquireScheduling - 2019-10-10 11:33:38
2019-10-10 11:33:38.450 [Thread-3] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Shutting down ExecutorService 'taskScheduler'
2019-10-10 11:33:38.452 [Thread-3] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-10-10 11:33:38.460 [Thread-3] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2019-10-10 11:36:03.280 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.example.demo.DemoApplicationTests], using SpringBootContextLoader
2019-10-10 11:36:03.286 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.example.demo.DemoApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2019-10-10 11:36:03.287 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.example.demo.DemoApplicationTests]: DemoApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2019-10-10 11:36:03.417 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.example.demo.DemoApplication for test class com.example.demo.DemoApplicationTests
2019-10-10 11:36:03.554 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2019-10-10 11:36:03.575 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@6bd61f98, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@48aca48b, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@13fd2ccd, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@b9b00e0, org.springframework.test.context.support.DirtiesContextTestExecutionListener@506ae4d4, org.springframework.test.context.transaction.TransactionalTestExecutionListener@7d4f9aae, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@72e5a8e, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@54e1c68b, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@53aac487, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@52b1beb6, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@273e7444, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@7db12bb6]
2019-10-10 11:36:03.975 [main] INFO  com.example.demo.DemoApplicationTests - Starting DemoApplicationTests on SST-OCHO with PID 11124 (started by yxie in C:\MrX\springbootDemo\first\mavenDemoForSpringBoot)
2019-10-10 11:36:03.976 [main] INFO  com.example.demo.DemoApplicationTests - The following profiles are active: sst
2019-10-10 11:36:05.003 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-10-10 11:36:05.006 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-10-10 11:36:05.091 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 71ms. Found 0 repository interfaces.
2019-10-10 11:36:05.577 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$d1756207] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-10 11:36:06.387 [main] ERROR com.alibaba.druid.pool.DruidDataSource - testWhileIdle is true, validationQuery not set
2019-10-10 11:36:06.400 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2019-10-10 11:36:07.813 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-10-10 11:36:08.013 [main] WARN  org.thymeleaf.templatemode.TemplateMode - [THYMELEAF][main] Template Mode 'LEGACYHTML5' is deprecated. Using Template Mode 'HTML' instead.
2019-10-10 11:36:08.081 [main] INFO  o.s.b.a.web.servlet.WelcomePageHandlerMapping - Adding welcome page: class path resource [static/index.html]
2019-10-10 11:36:08.404 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2019-10-10 11:36:08.510 [main] INFO  com.example.demo.DemoApplicationTests - Started DemoApplicationTests in 4.888 seconds (JVM running for 5.911)
2019-10-10 11:36:08.853 [Thread-3] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Shutting down ExecutorService 'taskScheduler'
2019-10-10 11:36:08.855 [Thread-3] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2019-10-10 11:36:08.876 [Thread-3] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2019-10-10 11:36:56.119 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.example.demo.DemoApplicationTests], using SpringBootContextLoader
2019-10-10 11:36:56.125 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.example.demo.DemoApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2019-10-10 11:36:56.126 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.example.demo.DemoApplicationTests]: DemoApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2019-10-10 11:36:56.254 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.example.demo.DemoApplication for test class com.example.demo.DemoApplicationTests
2019-10-10 11:36:56.390 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2019-10-10 11:36:56.409 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@6bd61f98, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@48aca48b, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@13fd2ccd, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@b9b00e0, org.springframework.test.context.support.DirtiesContextTestExecutionListener@506ae4d4, org.springframework.test.context.transaction.TransactionalTestExecutionListener@7d4f9aae, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@72e5a8e, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@54e1c68b, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@53aac487, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@52b1beb6, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@273e7444, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@7db12bb6]
2019-10-10 11:36:56.810 [main] INFO  com.example.demo.DemoApplicationTests - Starting DemoApplicationTests on SST-OCHO with PID 3488 (started by yxie in C:\MrX\springbootDemo\first\mavenDemoForSpringBoot)
2019-10-10 11:36:56.811 [main] INFO  com.example.demo.DemoApplicationTests - The following profiles are active: sst
2019-10-10 11:36:57.801 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-10-10 11:36:57.804 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-10-10 11:36:57.894 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 76ms. Found 0 repository interfaces.
2019-10-10 11:36:58.400 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$92570e7c] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
